,ENSMUSG00000016087,ENSMUSG00000032228,ENSMUSG00000066551,ENSMUSG00000022952,ENSMUSG00000055320,ENSMUSG00000024238,ENSMUSG00000024420,ENSMUSG00000030557,ENSMUSG00000031627,ENSMUSG00000033713,ENSMUSG00000052534,ENSMUSG00000008398,ENSMUSG00000021972,ENSMUSG00000022601,ENSMUSG00000038718,ENSMUSG00000055799,ENSMUSG00000062991,ENSMUSG00000002265,ENSMUSG00000005566,ENSMUSG00000005698,ENSMUSG00000006932,ENSMUSG00000008575,ENSMUSG00000009079,ENSMUSG00000020919,ENSMUSG00000021127,ENSMUSG00000022811,ENSMUSG00000024498,ENSMUSG00000024949,ENSMUSG00000024985,ENSMUSG00000025529,ENSMUSG00000026349,ENSMUSG00000026872,ENSMUSG00000027868,ENSMUSG00000029705,ENSMUSG00000030067,ENSMUSG00000030199,ENSMUSG00000031681,ENSMUSG00000037608,ENSMUSG00000038535,ENSMUSG00000038872,ENSMUSG00000039087,ENSMUSG00000042496,ENSMUSG00000045333,ENSMUSG00000048410,ENSMUSG00000048897,ENSMUSG00000049606,ENSMUSG00000049878,ENSMUSG00000053110,ENSMUSG00000053477,ENSMUSG00000056758,ENSMUSG00000063524,ENSMUSG00000078671,ENSMUSG00000001517,ENSMUSG00000002147,ENSMUSG00000002393,ENSMUSG00000002428,ENSMUSG00000003051,ENSMUSG00000003184,ENSMUSG00000003282,ENSMUSG00000003929,ENSMUSG00000049577,ENSMUSG00000014592,ENSMUSG00000001911,ENSMUSG00000043456,ENSMUSG00000000282,ENSMUSG00000037992,ENSMUSG00000037465,ENSMUSG00000048402,ENSMUSG00000055053,ENSMUSG00000056493,ENSMUSG00000000247,ENSMUSG00000000317,ENSMUSG00000023781,ENSMUSG00000025407,ENSMUSG00000027544,ENSMUSG00000037868,ENSMUSG00000040270,ENSMUSG00000005836,ENSMUSG00000008976,ENSMUSG00000015619,ENSMUSG00000018983,ENSMUSG00000025959,ENSMUSG00000026628,ENSMUSG00000027230,ENSMUSG00000027985,ENSMUSG00000028163,ENSMUSG00000029697,ENSMUSG00000031737,ENSMUSG00000036867,ENSMUSG00000038615,ENSMUSG00000044303,ENSMUSG00000050100,ENSMUSG00000051910,ENSMUSG00000057098,ENSMUSG00000059824,ENSMUSG00000074622,ENSMUSG00000075595,ENSMUSG00000076431,ENSMUSG00000017491,ENSMUSG00000021944,ENSMUSG00000022485,ENSMUSG00000022528,ENSMUSG00000025025,ENSMUSG00000025223,ENSMUSG00000028736,ENSMUSG00000029178
ENSMUSG00000048897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000049606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000049878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053477,0,15.868506675646,0,0,0,13.166806560111,0,0,0,0,12.990009588565,0,0,0,0,0,0,8.37861581993927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72223302798073,0,0,0,0,0,0,0,11.9130154512956,0,0,0,0,0,0,0,15.8823532368128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4093210664314,0,0,0,0,0,0,0
ENSMUSG00000056758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8750049004069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94727933448996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000049577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000014592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055053,0,0,0,0,0,0,0,0,10.8724100045273,0,10.8693253529033,0,0,0,3.85742104822075,0,5.17872545304514,0,0,0,0,0,0,0.0849837588158452,0,0,0,0,0,0,0,0,0,0,5.99778134525572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70684177235319,0,0,0,0,0,0,0,0,0,0,6.58394679758923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27614798203614,0,0,0,0,0,0,0,0,0,0.0265034180007696,0,0,0,0,0,0,0,0,0,0,0,9.24120039799407,0,0,10.9538913909752,0,0,0,0
ENSMUSG00000056493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50385039734235,0,0,4.39292752950861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.446527192821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000023781,0,3.43973446263056,0,2.86379654995506,0,2.47536485495852,0,0,0.409772580972182,0,0,9.1452998083836,0,0,0,0,0.31658517575144,6.46528177848658,0,0,0,2.63789082033125,0,4.15356076646477,0,0,0,0,0,1.71666117611808,0,3.75037068007238,0,0,0,0,0,0,0,0,0,0,5.73038293648706,0,0,0,0,0,1.91327909521034,7.88185605318189,0,0,0,0,0,0,0,0,0,0,6.9528655004158,0,0,0.179726648221514,0,0,0,0,1.52004536107964,0,0,0,0,0,0,1.82849186591734,7.79933318966612,0.0073572943425542,0,6.11175137643213,0,0,0,2.24215944954693,12.1800931074416,0,2.81119473858391,0,0,0,0,0,0,0,0,9.85903254224251,0,0,3.5214321861439,6.83723799894776,0,3.01086420729928,0,0,0,0
ENSMUSG00000025407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037868,6.97863275679447,9.2917306036747,0,6.2746576784729,0,5.21851046103654,0,0,1.83186604755522,0,3.62707592583933,2.75744284173215,0,0,10.185317329217,0,1.70802236569754,0.310811085727402,0,0,0,2.90843243714845,0,6.37927351149082,0,0,0,0,0.184862196117926,0.302483213899297,0,13.9563948607156,0,0,1.68037883498071,0,0,0,0,0,0,0,10.0753886705043,0,0,0,0,0,8.43398515972481,1.23667998758244,0,0,0,0,0,0,0,0,0,0,8.48922245685436,0,0,9.98168077244656,0,0,0,0,5.60383479308318,0,5.02236538015765,0,0,0,0,0,8.76291579592547,6.73362834237307,0,1.13997832294497,0,0,0,4.55144726681821,7.01418916206019,0,5.67709299838296,0,0.590893304633211,0,0,0,3.46930871721488,0,0,6.63901991120615,0,0,0,9.17220687093045,0,9.04691499783116,0,0,0,0
ENSMUSG00000040270,0,0,0,10.9997130577594,0,0,0,0,0,0,0,0,0,0,0,0,13.2451667344263,10.6887190108631,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6626567798342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2157979168286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.87996765382496,0,0,0,0,1.10253836096743,0,0,0,0,0,0,0,0,0,0,8.50127519756369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0227712136967,0.455506711442396,0,4.13062676524422,0,0,0,0
ENSMUSG00000005836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000008976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000015619,11.7792683488649,3.01001538267091,0,0,0,1.6110005110886,0,0,2.82495404231795,0,7.56105557185228,0,0,0,0,0,5.46018105566837,11.0165769582594,0,0,0,11.2276286409779,0,1.08326343816551,0,0,0,0,2.71691322289637,0,0,6.99397866446902,0,0,4.89586087754257,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82204622108925,11.1969751269123,0,0,0,0,0,0,0,0,0,0,2.75783601160247,0,0,5.29004903308088,0,0,0,0,12.6984819946549,0,0.619995690680857,0,0,0,0,1.02622239865692,12.4704440068608,10.3448367511439,0,0,0,0,0,3.84709444979768,9.73394922281214,0,4.16577352872915,0,10.4219629467966,0,0,0,4.53721798158859,10.499721234202,0,0,0,0,5.48351579601764,1.55485952207286,0,14.5847385666643,0,0,0,0
ENSMUSG00000018983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027230,0,0,0,0,0,6.98418489174063,0,0,2.59223889251874,0,2.7306079231306,5.69190994240901,0,0,0,0,0,0,0,0,0,0.437431774997867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52870880143129,0,0,0,0,0,3.72959827365785,0,0,0,0,0,0,0,0,0,0,0,6.65115689361454,0,0,0.48099323030892,0,0,0,0,8.14150175494536,0,0,0,0,0,0,0,6.17889940658454,0,0,0.795785775387117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67338438536456,0,0,2.04106033312881,0,0,0,0
ENSMUSG00000027985,0,8.79256727605471,0,0,0,0,0,0,0,0,10.9786576905436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.97745600485485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1434478732057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14436664190058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71429651139899,0,0,0,0,0,0,0
ENSMUSG00000028163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029697,0,2.76268293398148,0,8.46957625485756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30324080614383,0,0,2.10866997091436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33792828791889,0,0,0,0,0.226285086447271,0,0,0,0,0,0,0
ENSMUSG00000031737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87144224047254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760270442419875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05687200285506,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057098,9.2647288142372,13.6454021618023,0,0,0,12.6956179901696,0,0,4.8922890548453,0,6.96474731575368,8.74494986859553,0,0,16.4390965364126,0,10.3777562062344,3.52261130510059,0,0,0,2.80449164494419,0,4.24717717820005,0,0,0,0,16.5977035166124,2.30778365584344,0,10.3678138151954,0,0,6.97040557179818,0,0,0,0,0,0,0,11.4087074491025,0,0,0,0,0,11.7035522786788,0,0,0,0,0,0,0,0,0,0,0,10.9856703727678,0,0,10.6796242474741,0,0,0,0,11.6080508677781,0,0.359564650809637,0,0,0,0,8.25553053312284,11.0492078837323,2.5554652947851,0,9.593671314376,0,0,0,4.17506279664241,0,0,0,0,5.73751973021255,0,0,0,6.97531752242117,0,0,1.00006768607251,0,0,0,9.64464702035414,0,7.58999182034294,0,0,0,0
ENSMUSG00000059824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
