ENS,symbol
ENSMUSG00000022296,Baalc
ENSMUSG00000022297,Fzd6
ENSMUSG00000054196,Cthrc1
ENSMUSG00000022299,Slc25a32
ENSMUSG00000022300,Dcaf13
ENSMUSG00000037386,Rims2
ENSMUSG00000022303,Dcstamp
ENSMUSG00000022304,Dpys
ENSMUSG00000022305,Lrp12
ENSMUSG00000094112,9330182O14Rik
ENSMUSG00000022306,Zfpm2
ENSMUSG00000022307,Oxr1
ENSMUSG00000042895,Abra
ENSMUSG00000022309,Angpt1
ENSMUSG00000051920,Rspo2
ENSMUSG00000022336,Eif3e
ENSMUSG00000022337,Emc2
ENSMUSG00000054409,Tmem74
ENSMUSG00000038760,Trhr
ENSMUSG00000038736,Nudcd1
ENSMUSG00000022338,Eny2
ENSMUSG00000038725,Pkhd1l1
ENSMUSG00000022339,Ebag9
ENSMUSG00000022340,Sybu
ENSMUSG00000022342,Kcnv1
ENSMUSG00000022311,Csmd3
ENSMUSG00000038679,Trps1
ENSMUSG00000022312,Eif3h
ENSMUSG00000022313,Utp23
ENSMUSG00000022314,Rad21
ENSMUSG00000068522,Aard
ENSMUSG00000022315,Slc30a8
ENSMUSG00000038622,Med30
ENSMUSG00000061731,Ext1
ENSMUSG00000058656,Samd12
ENSMUSG00000072584,Gm7489
ENSMUSG00000063727,Tnfrsf11b
ENSMUSG00000038591,Colec10
ENSMUSG00000024479,Mal2
ENSMUSG00000037362,Ccn3
ENSMUSG00000022425,Enpp2
ENSMUSG00000037343,Taf2
ENSMUSG00000022422,Dscc1
ENSMUSG00000022419,Deptor
ENSMUSG00000022371,Col14a1
ENSMUSG00000022370,Mrpl13
ENSMUSG00000022369,Mtbp
ENSMUSG00000060429,Sntb1
ENSMUSG00000022367,Has2
ENSMUSG00000022366,Slc22a22
ENSMUSG00000071757,Zhx2
ENSMUSG00000022365,Derl1
ENSMUSG00000022364,Tbc1d31
ENSMUSG00000051225,Fam83a
ENSMUSG00000101892,9130401M01Rik
ENSMUSG00000022362,Gm29394
ENSMUSG00000022361,Zhx1
ENSMUSG00000022360,Atad2
ENSMUSG00000022359,Wdyhv1
ENSMUSG00000022358,Fbxo32
ENSMUSG00000022357,Klhl38
ENSMUSG00000037119,Fam91a1
ENSMUSG00000037106,Fer1l6
ENSMUSG00000062373,Tmem65
ENSMUSG00000037085,Trmt12
ENSMUSG00000037075,Rnf139
ENSMUSG00000115463,Gm49356
ENSMUSG00000050891,Tatdn1
ENSMUSG00000022354,Ndufb9
ENSMUSG00000022353,Mtss1
ENSMUSG00000022351,Sqle
ENSMUSG00000022350,Washc5
ENSMUSG00000059586,Nsmce2
ENSMUSG00000032501,Trib1
ENSMUSG00000071749,4933412E24Rik
ENSMUSG00000072568,Lratd2
ENSMUSG00000022347,A1bg
ENSMUSG00000022346,Myc
ENSMUSG00000079025,Gsdmc
ENSMUSG00000056293,Gsdmc2
ENSMUSG00000055827,Gsdmc3
ENSMUSG00000055748,Gsdmc4
ENSMUSG00000022378,Fam49b
ENSMUSG00000022377,Asap1
ENSMUSG00000022376,Adcy8
ENSMUSG00000094296,Gm21798
ENSMUSG00000079024,Gm21961
ENSMUSG00000015002,Efr3a
ENSMUSG00000015001,Oc90
ENSMUSG00000072511,Hhla1
ENSMUSG00000056258,Kcnq3
ENSMUSG00000022375,Lrrc6
ENSMUSG00000036944,Tmem71
ENSMUSG00000072501,Phf20l1
ENSMUSG00000053469,Tg
ENSMUSG00000022372,Sla
ENSMUSG00000005124,Ccn4
ENSMUSG00000005125,Ndrg1
ENSMUSG00000013846,St3gal1
ENSMUSG00000022335,Zfat
ENSMUSG00000022332,Khdrbs3
ENSMUSG00000036800,Fam135b
ENSMUSG00000079022,Col22a1
ENSMUSG00000036760,Kcnk9
ENSMUSG00000047921,Trappc9
ENSMUSG00000068391,Chrac1
ENSMUSG00000036698,Ago2
ENSMUSG00000022607,Ptk2
ENSMUSG00000036661,Dennd3
ENSMUSG00000079020,Slc45a4
ENSMUSG00000045281,Gpr20
ENSMUSG00000059895,Ptp4a3
ENSMUSG00000072487,Mroh5
ENSMUSG00000086361,Gm6569
ENSMUSG00000034730,Adgrb1
ENSMUSG00000022603,Mroh4
ENSMUSG00000022602,Arc
ENSMUSG00000046380,Jrk
ENSMUSG00000022598,Psca
ENSMUSG00000056665,Them6
ENSMUSG00000022596,Slurp1
ENSMUSG00000022595,Lypd2
ENSMUSG00000075605,Slurp2
ENSMUSG00000022594,Lynx1
ENSMUSG00000034634,Ly6d
ENSMUSG00000101026,Ly6g6g
ENSMUSG00000044678,Ly6k
ENSMUSG00000068349,Gml
ENSMUSG00000068600,Gml2
ENSMUSG00000075604,Cyp11b1
ENSMUSG00000022589,Cyp11b2
ENSMUSG00000063522,Ly6m
ENSMUSG00000022587,Ly6e
ENSMUSG00000022586,Ly6i
ENSMUSG00000075602,Ly6a
ENSMUSG00000079018,Ly6c1
ENSMUSG00000022584,Ly6c2
ENSMUSG00000022582,Ly6g
ENSMUSG00000047728,Ly6g2
ENSMUSG00000022583,Ly6f
ENSMUSG00000093626,Ly6l
ENSMUSG00000022577,Ly6h
ENSMUSG00000022579,Gpihbp1
ENSMUSG00000047003,Zfp41
ENSMUSG00000000934,Top1mt
ENSMUSG00000022580,Rhpn1
ENSMUSG00000047591,Mafa
ENSMUSG00000075600,Zc3h3
ENSMUSG00000022575,Gsdmd
ENSMUSG00000098678,Mroh6
ENSMUSG00000022574,Naprt
ENSMUSG00000055762,Eef1d
ENSMUSG00000103906,Tigd5
ENSMUSG00000022571,Pycrl
ENSMUSG00000022570,Tsta3
ENSMUSG00000050846,Zfp623
ENSMUSG00000034429,Zfp707
ENSMUSG00000098176,Ccdc166
ENSMUSG00000063704,Mapk15
ENSMUSG00000046761,Fam83h
ENSMUSG00000102018,Iqank1
ENSMUSG00000022568,Scrib
ENSMUSG00000002524,Puf60
ENSMUSG00000075590,Nrbp2
ENSMUSG00000115388,Eppk1
ENSMUSG00000044361,BC024139
ENSMUSG00000022565,Plec
ENSMUSG00000063268,Parp10
ENSMUSG00000022564,Grina
ENSMUSG00000049653,Spatc1
ENSMUSG00000071724,Smpd5
ENSMUSG00000022562,Oplah
ENSMUSG00000034259,Exosc4
ENSMUSG00000022561,Gpaa1
ENSMUSG00000022551,Cyc1
ENSMUSG00000022552,Sharpin
ENSMUSG00000022553,Maf1
ENSMUSG00000109179,Gm35339
ENSMUSG00000022554,Hgh1
ENSMUSG00000060794,Tssk5
ENSMUSG00000022558,Mroh1
ENSMUSG00000022557,Bop1
ENSMUSG00000034161,Scx
ENSMUSG00000022556,Hsf1
ENSMUSG00000022555,Dgat1
ENSMUSG00000048385,Scrt1
ENSMUSG00000116376,Tmem249
ENSMUSG00000022559,Fbxl6
ENSMUSG00000022560,Slc52a2
ENSMUSG00000022550,Adck5
ENSMUSG00000034022,Cpsf1
ENSMUSG00000063354,Slc39a4
ENSMUSG00000115987,Vps28
ENSMUSG00000059323,Tonsl
ENSMUSG00000053929,Cyhr1
ENSMUSG00000004187,Kifc2
ENSMUSG00000033837,Foxh1
ENSMUSG00000033819,Ppp1r16a
ENSMUSG00000022546,Gpt
ENSMUSG00000019080,Mfsd3
ENSMUSG00000033762,Recql4
ENSMUSG00000033728,Lrrc14
ENSMUSG00000033707,Lrrc24
ENSMUSG00000116138,C030006K11Rik
ENSMUSG00000033697,Arhgap39
ENSMUSG00000022526,Zfp251
ENSMUSG00000033669,Zfp7
ENSMUSG00000116024,Gm49527
ENSMUSG00000055041,Commd5
ENSMUSG00000003970,Rpl8
ENSMUSG00000054967,Zfp647
ENSMUSG00000063236,1110038F14Rik
ENSMUSG00000018893,Mb
ENSMUSG00000033576,Apol6
ENSMUSG00000033565,Rbfox2
ENSMUSG00000010601,Apol7a
ENSMUSG00000057346,Apol9a
ENSMUSG00000068252,Apol7b
ENSMUSG00000050982,Apol10a
ENSMUSG00000091650,Apol11a
ENSMUSG00000044309,Apol7c
ENSMUSG00000101113,1700025B11Rik
ENSMUSG00000050014,Apol10b
ENSMUSG00000116079,Gm36245
ENSMUSG00000091694,Apol11b
ENSMUSG00000071716,Apol7e
ENSMUSG00000068246,Apol9b
ENSMUSG00000056656,Apol8
ENSMUSG00000022443,Myh9
ENSMUSG00000005354,Txn2
ENSMUSG00000016552,Foxred2
ENSMUSG00000016554,Eif3d
ENSMUSG00000019146,Cacng2
ENSMUSG00000016637,Ift27
ENSMUSG00000005716,Pvalb
ENSMUSG00000071715,Ncf4
ENSMUSG00000071714,Csf2rb2
ENSMUSG00000071713,Csf2rb
ENSMUSG00000062154,Tex33
ENSMUSG00000044986,Tst
ENSMUSG00000071711,Mpst
ENSMUSG00000033287,Kctd17
ENSMUSG00000016942,Tmprss6
ENSMUSG00000068227,Il2rb
ENSMUSG00000022440,C1qtnf6
ENSMUSG00000044933,Sstr3
ENSMUSG00000033220,Rac2
ENSMUSG00000018008,Cyth4
ENSMUSG00000043460,Elfn2
ENSMUSG00000018169,Mfng
ENSMUSG00000033170,Card10
ENSMUSG00000049521,Cdc42ep1
ENSMUSG00000043501,Lgals2
ENSMUSG00000033128,Gga1
ENSMUSG00000116069,Gm49510
ENSMUSG00000022436,Sh3bp1
ENSMUSG00000116165,Pdxp
ENSMUSG00000068220,Lgals1
ENSMUSG00000033099,Nol12
ENSMUSG00000033088,Triobp
ENSMUSG00000096210,H1f0
ENSMUSG00000006378,Gcat
ENSMUSG00000116378,Gcat
ENSMUSG00000114755,Galr3
ENSMUSG00000033055,Ankrd54
ENSMUSG00000033047,Eif3l
ENSMUSG00000033039,Micall1
ENSMUSG00000033029,1700088E04Rik
ENSMUSG00000033020,Polr2f
ENSMUSG00000033006,Sox10
ENSMUSG00000068206,Pick1
ENSMUSG00000116121,Gm49486
ENSMUSG00000032988,Slc16a8
ENSMUSG00000018126,Baiap2l2
ENSMUSG00000042632,Pla2g6
ENSMUSG00000042622,Maff
ENSMUSG00000009035,Tmem184b
ENSMUSG00000022433,Csnk1e
ENSMUSG00000044216,Kcnj4
ENSMUSG00000010830,Kdelr3
ENSMUSG00000055065,Ddx17
ENSMUSG00000022429,Dmc1
ENSMUSG00000042564,Fam227a
ENSMUSG00000022428,Cby1
ENSMUSG00000022427,Tomm22
ENSMUSG00000022426,Josd1
ENSMUSG00000042535,Gtpbp1
ENSMUSG00000042524,Sun2
ENSMUSG00000022420,Dnal4
ENSMUSG00000022421,Nptxr
ENSMUSG00000089837,Npcd
ENSMUSG00000089715,Cbx6
ENSMUSG00000009585,Apobec3
ENSMUSG00000053411,Cbx7
ENSMUSG00000000489,Pdgfb
ENSMUSG00000060036,Rpl3
ENSMUSG00000022415,Syngr1
ENSMUSG00000022414,Tab1
ENSMUSG00000042428,Mgat3
ENSMUSG00000022412,Mief1
ENSMUSG00000115798,AC140267.1
ENSMUSG00000042406,Atf4
ENSMUSG00000051518,Rps19bp1
ENSMUSG00000022416,Cacna1i
ENSMUSG00000050439,Enthd1
ENSMUSG00000042351,Grap2
ENSMUSG00000022408,Fam83f
ENSMUSG00000047888,Tnrc6b
ENSMUSG00000022407,Adsl
ENSMUSG00000042303,Sgsm3
ENSMUSG00000042292,Mrtfa
ENSMUSG00000050164,Mchr1
ENSMUSG00000022404,Slc25a17
ENSMUSG00000022403,St13
ENSMUSG00000022401,Xpnpep3
ENSMUSG00000047108,Dnajb7
ENSMUSG00000022400,Rbx1
ENSMUSG00000055024,Ep300
ENSMUSG00000022394,L3mbtl2
ENSMUSG00000063765,Chadl
ENSMUSG00000022391,Rangap1
ENSMUSG00000022390,Zc3h7b
ENSMUSG00000022389,Tef
ENSMUSG00000048546,Tob2
ENSMUSG00000061360,Phf5a
ENSMUSG00000022477,Aco2
ENSMUSG00000022476,Polr3h
ENSMUSG00000042109,Csdc2
ENSMUSG00000022474,Pmm1
ENSMUSG00000061633,1700029P11Rik
ENSMUSG00000022471,Xrcc6
ENSMUSG00000022472,Desi1
ENSMUSG00000063480,Snu13
ENSMUSG00000075524,4930407I10Rik
ENSMUSG00000068117,Mei1
ENSMUSG00000068114,Ccdc134
ENSMUSG00000022463,Srebf2
ENSMUSG00000096883,Shisa8
ENSMUSG00000068105,Tnfrsf13c
ENSMUSG00000068101,Cenpm
ENSMUSG00000068099,1500009C09Rik
ENSMUSG00000022456,Septin3
ENSMUSG00000022455,Wbp2nl
ENSMUSG00000022453,Naga
ENSMUSG00000049687,Pheta2
ENSMUSG00000022452,Smdt1
ENSMUSG00000022450,Ndufa6
ENSMUSG00000061740,Cyp2d22
ENSMUSG00000068085,Cyp2d11
ENSMUSG00000094806,Cyp2d10
ENSMUSG00000068086,Cyp2d9
ENSMUSG00000096852,Cyp2d12
ENSMUSG00000094559,Cyp2d34
ENSMUSG00000068083,Cyp2d40
ENSMUSG00000022445,Cyp2d26
ENSMUSG00000041852,Tcf20
ENSMUSG00000058099,Nfam1
ENSMUSG00000058586,Serhl
ENSMUSG00000018040,Rrp7a
ENSMUSG00000041815,Poldip3
ENSMUSG00000018042,Cyb5r3
ENSMUSG00000047878,A4galt
ENSMUSG00000054277,Arfgap3
ENSMUSG00000016664,Pacsin2
ENSMUSG00000022442,Ttll1
ENSMUSG00000016758,Bik
ENSMUSG00000048755,Mcat
ENSMUSG00000041736,Tspo
ENSMUSG00000016757,Ttll12
ENSMUSG00000016763,Scube1
ENSMUSG00000041708,Mpped1
ENSMUSG00000022441,Efcab6
ENSMUSG00000018865,Sult4a1
ENSMUSG00000018868,Pnpla5
ENSMUSG00000041653,Pnpla3
ENSMUSG00000022437,Samm50
ENSMUSG00000022438,Parvb
ENSMUSG00000022439,Parvg
ENSMUSG00000062760,Shisal1
ENSMUSG00000055745,Rtl6
ENSMUSG00000036106,Prr5
ENSMUSG00000078954,Arhgap8
ENSMUSG00000016624,Phf21b
ENSMUSG00000100967,Gm29666
ENSMUSG00000016619,Nup50
ENSMUSG00000036046,5031439G07Rik
ENSMUSG00000022435,Upk3a
ENSMUSG00000022434,Fam118a
ENSMUSG00000022432,Smc1b
ENSMUSG00000022431,Ribc2
ENSMUSG00000006369,Fbln1
ENSMUSG00000016541,Atxn10
ENSMUSG00000096607,7530416G11Rik
ENSMUSG00000022382,Wnt7b
ENSMUSG00000022383,Ppara
ENSMUSG00000064284,Cdpf1
ENSMUSG00000052496,Pkdrej
ENSMUSG00000035944,Ttc38
ENSMUSG00000022385,Gtse1
ENSMUSG00000022386,Trmu
ENSMUSG00000016028,Celsr1
ENSMUSG00000035900,Gramd4
ENSMUSG00000035891,Cerk
ENSMUSG00000051864,Tbc1d22a
ENSMUSG00000054863,Tafa5
ENSMUSG00000054117,Zdhhc25
ENSMUSG00000022387,Brd1
ENSMUSG00000034333,Zbed4
ENSMUSG00000035845,Alg12
ENSMUSG00000023272,Creld2
ENSMUSG00000035828,Pim3
ENSMUSG00000022388,Ttll8
ENSMUSG00000035805,Mlc1
ENSMUSG00000015365,Mov10l1
ENSMUSG00000058441,Panx2
ENSMUSG00000015363,Trabd
ENSMUSG00000035757,Selenoo
ENSMUSG00000051786,Tubgcp6
ENSMUSG00000062906,Hdac10
ENSMUSG00000022610,Mapk12
ENSMUSG00000053137,Mapk11
ENSMUSG00000036606,Plxnb2
ENSMUSG00000015377,Dennd6b
ENSMUSG00000036561,Ppp6r2
ENSMUSG00000036529,Sbf1
ENSMUSG00000054136,Adm2
ENSMUSG00000022613,Miox
ENSMUSG00000022614,Lmf2
ENSMUSG00000008690,Ncaph2
ENSMUSG00000091780,Sco2
ENSMUSG00000022615,Tymp
ENSMUSG00000047394,Odf3b
ENSMUSG00000091680,Klhdc7b
ENSMUSG00000078938,Syce3
ENSMUSG00000078937,Cpt1b
ENSMUSG00000116461,Gm44502
ENSMUSG00000022617,Chkb
ENSMUSG00000022619,Mapk8ip2
ENSMUSG00000022620,Arsa
ENSMUSG00000022623,Shank3
ENSMUSG00000022622,Acr
ENSMUSG00000022621,Rabl2
ENSMUSG00000063260,Syt10
ENSMUSG00000075470,Alg10b
ENSMUSG00000052560,Cpne8
ENSMUSG00000022629,Kif21a
ENSMUSG00000055782,Abcd2
ENSMUSG00000078932,CN725425
ENSMUSG00000036298,Slc2a13
ENSMUSG00000036273,Lrrk2
ENSMUSG00000047295,Smgc
ENSMUSG00000044021,Muc19
ENSMUSG00000055022,Cntn1
ENSMUSG00000036218,Pdzrn4
ENSMUSG00000036197,Gxylt1
ENSMUSG00000022634,Yaf2
ENSMUSG00000022635,Zcrb1
ENSMUSG00000036167,Pphln1
ENSMUSG00000036158,Prickle1
ENSMUSG00000022449,Adamts20
ENSMUSG00000033356,Pus7l
ENSMUSG00000059883,Irak4
ENSMUSG00000022451,Twf1
ENSMUSG00000063296,Tmem117
ENSMUSG00000022454,Nell2
ENSMUSG00000045608,Dbx2
ENSMUSG00000064210,Ano6
ENSMUSG00000033237,Arid2
ENSMUSG00000033228,Scaf11
ENSMUSG00000023169,Slc38a1
ENSMUSG00000022462,Slc38a2
ENSMUSG00000022464,Slc38a4
ENSMUSG00000048218,Amigo2
ENSMUSG00000044250,Pced1b
ENSMUSG00000022466,Rpap3
ENSMUSG00000022468,Endou
ENSMUSG00000022469,Rapgef3
ENSMUSG00000081534,Slc48a1
ENSMUSG00000022475,Hdac7
ENSMUSG00000022479,Vdr
ENSMUSG00000052369,Tmem106c
ENSMUSG00000022483,Col2a1
ENSMUSG00000033075,Senp1
ENSMUSG00000033065,Pfkm
ENSMUSG00000048175,Asb8
ENSMUSG00000029875,Ccdc184
ENSMUSG00000075427,Olfr288
ENSMUSG00000108748,Gm44579
ENSMUSG00000090129,Olfr287
ENSMUSG00000059460,Olfr286
ENSMUSG00000048077,H1f7
ENSMUSG00000022987,Zfp641
ENSMUSG00000062037,Olfr285
ENSMUSG00000051793,Olfr284
ENSMUSG00000056184,Olfr283
ENSMUSG00000063780,Olfr282
ENSMUSG00000032987,Olfr281
ENSMUSG00000108728,OR5BS1P
ENSMUSG00000022991,Lalba
ENSMUSG00000054036,Olfr279
ENSMUSG00000022992,Kansl2
ENSMUSG00000011960,Ccnt1
ENSMUSG00000022993,4930415O20Rik
ENSMUSG00000022994,Adcy6
ENSMUSG00000003352,Cacnb3
ENSMUSG00000003360,Ddx23
ENSMUSG00000054855,Rnd1
ENSMUSG00000003354,Ccdc65
ENSMUSG00000003355,Fkbp11
ENSMUSG00000051853,Arf3
ENSMUSG00000022996,Wnt10b
ENSMUSG00000022997,Wnt1
ENSMUSG00000059213,Ddn
ENSMUSG00000067713,Prkag1
ENSMUSG00000048154,Kmt2d
ENSMUSG00000023755,Rhebl1
ENSMUSG00000023000,Dhh
ENSMUSG00000022999,Lmbr1l
ENSMUSG00000023004,Tuba1b
ENSMUSG00000116358,Gm49450
ENSMUSG00000072235,Tuba1a
ENSMUSG00000043091,Tuba1c
ENSMUSG00000023484,Prph
ENSMUSG00000032783,Troap
ENSMUSG00000001076,C1ql4
ENSMUSG00000038009,Dnajc22
ENSMUSG00000051934,Spats2
ENSMUSG00000037579,Kcnh3
ENSMUSG00000037570,Mcrs1
ENSMUSG00000078907,Fam186b
ENSMUSG00000023007,Prpf40b
ENSMUSG00000023008,Fmnl3
ENSMUSG00000023010,Tmbim6
ENSMUSG00000023009,Nckap5l
ENSMUSG00000037525,Bcdin3d
ENSMUSG00000023011,Faim2
ENSMUSG00000023013,Aqp2
ENSMUSG00000044217,Aqp5
ENSMUSG00000043144,Aqp6
ENSMUSG00000023015,Racgap1
ENSMUSG00000023017,Asic1
ENSMUSG00000023018,Smarcd1
ENSMUSG00000091604,Gm17349
ENSMUSG00000023019,Gpd1
ENSMUSG00000023020,Cox14
ENSMUSG00000023021,Cers5
ENSMUSG00000023022,Lima1
ENSMUSG00000045350,Fam186a
ENSMUSG00000023025,Larp4
ENSMUSG00000023026,Dip2b
ENSMUSG00000023027,Atf1
ENSMUSG00000045631,Tmprss12
ENSMUSG00000054619,Mettl7a1
ENSMUSG00000058057,Mettl7a3
ENSMUSG00000093789,Methig1
ENSMUSG00000056487,Mettl7a2
ENSMUSG00000093550,Higd1c
ENSMUSG00000023030,Slc11a2
ENSMUSG00000087444,Gm5475
ENSMUSG00000037353,Letmd1
ENSMUSG00000044636,Csrnp2
ENSMUSG00000009733,Tfcp2
ENSMUSG00000009739,Pou6f1
ENSMUSG00000000346,Dazap2
ENSMUSG00000053559,Smagp
ENSMUSG00000098112,Bin2
ENSMUSG00000023031,Cela1
ENSMUSG00000037280,Galnt6
ENSMUSG00000023032,Slc4a8
ENSMUSG00000023033,Scn8a
ENSMUSG00000113558,Tmdd1
ENSMUSG00000095440,Fignl2
ENSMUSG00000047034,Ankrd33
ENSMUSG00000000530,Acvrl1
ENSMUSG00000000532,Acvr1b
ENSMUSG00000000531,Grasp
ENSMUSG00000023034,Nr4a1
ENSMUSG00000037204,Atg101
ENSMUSG00000075408,Smim41
ENSMUSG00000037185,Krt80
ENSMUSG00000023039,Krt7
ENSMUSG00000047641,Krt87
ENSMUSG00000063971,Krt88
ENSMUSG00000067615,Krt81
ENSMUSG00000067614,Krt86
ENSMUSG00000067613,Krt83
ENSMUSG00000116336,Gm49425
ENSMUSG00000044294,Krt84
ENSMUSG00000049548,Krt82
ENSMUSG00000048699,Krt90
ENSMUSG00000022986,Krt75
ENSMUSG00000064232,Gm5414
ENSMUSG00000095241,Gm5478
ENSMUSG00000023041,Krt6b
ENSMUSG00000058354,Krt6a
ENSMUSG00000061527,Krt5
ENSMUSG00000051879,Krt71
ENSMUSG00000056605,Krt72
ENSMUSG00000063661,Krt73
ENSMUSG00000064201,Krt2
ENSMUSG00000046834,Krt1
ENSMUSG00000067594,Krt77
ENSMUSG00000075402,Krt76
ENSMUSG00000059668,Krt4
ENSMUSG00000061397,Krt79
ENSMUSG00000050463,Krt78
ENSMUSG00000049382,Krt8
ENSMUSG00000023043,Krt18
ENSMUSG00000058655,Eif4b
ENSMUSG00000037003,Tns2
ENSMUSG00000036966,Spryd3
ENSMUSG00000023046,Igfbp6
ENSMUSG00000023045,Soat2
ENSMUSG00000023044,Csad
ENSMUSG00000046897,Zfp740
ENSMUSG00000001281,Itgb7
ENSMUSG00000001288,Rarg
ENSMUSG00000097050,Gm9918
ENSMUSG00000045665,Mfsd5
ENSMUSG00000058290,Espl1
ENSMUSG00000001289,Pfdn5
ENSMUSG00000001285,Myg1
ENSMUSG00000036678,Aaas
ENSMUSG00000060284,Sp7
ENSMUSG00000001280,Sp1
ENSMUSG00000023047,Amhr2
ENSMUSG00000023048,Prr13
ENSMUSG00000056851,Pcbp2
ENSMUSG00000023050,Map3k12
ENSMUSG00000071586,Gm10337
ENSMUSG00000023051,Tarbp2
ENSMUSG00000023052,Npff
ENSMUSG00000052414,Gm28047
ENSMUSG00000099083,Atf7
ENSMUSG00000062683,Atp5g2
ENSMUSG00000023055,Calcoco1
ENSMUSG00000001655,Hoxc13
ENSMUSG00000050328,Hoxc12
ENSMUSG00000001656,Hoxc11
ENSMUSG00000022484,Hoxc10
ENSMUSG00000022485,Hoxc5
ENSMUSG00000036139,Hoxc9
ENSMUSG00000001657,Hoxc8
ENSMUSG00000001661,Hoxc6
ENSMUSG00000075394,Hoxc4
ENSMUSG00000036061,Smug1
ENSMUSG00000009575,Cbx5
ENSMUSG00000046434,Hnrnpa1
ENSMUSG00000058794,Nfe2
ENSMUSG00000060992,Copz1
ENSMUSG00000063234,Gpr84
ENSMUSG00000000552,Zfp385a
ENSMUSG00000000555,Itga5
ENSMUSG00000022487,Gtsf1
ENSMUSG00000053508,Gtsf2
ENSMUSG00000022488,Nckap1l
ENSMUSG00000022489,Pde1b
ENSMUSG00000022490,Ppp1r1a
ENSMUSG00000022491,Glycam1
ENSMUSG00000060311,Mucl1
ENSMUSG00000036925,Mucl2
ENSMUSG00000051003,Olfr161
ENSMUSG00000022534,Mefv
ENSMUSG00000022529,Zfp263
ENSMUSG00000059043,Olfr15
ENSMUSG00000054939,Zfp174
ENSMUSG00000039789,Zfp597
ENSMUSG00000005982,Naa60
ENSMUSG00000093575,Gm20695
ENSMUSG00000005983,1700037C18Rik
ENSMUSG00000014232,Cluap1
ENSMUSG00000049871,Nlrc3
ENSMUSG00000039738,Slx4
ENSMUSG00000005980,Dnase1
ENSMUSG00000005981,Trap1
ENSMUSG00000022521,Crebbp
ENSMUSG00000005580,Adcy9
ENSMUSG00000022519,Srl
ENSMUSG00000005718,Tfap4
ENSMUSG00000014303,Glis2
ENSMUSG00000014301,Pam16
ENSMUSG00000039637,Coro7
ENSMUSG00000039646,Vasn
ENSMUSG00000004069,Dnaja3
ENSMUSG00000063445,Nmral1
ENSMUSG00000004070,Hmox2
ENSMUSG00000004071,Cdip1
ENSMUSG00000022518,4930562C15Rik
ENSMUSG00000039568,Ubald1
ENSMUSG00000022517,Mgrn1
ENSMUSG00000022516,Nudt16l1
ENSMUSG00000022515,Anks3
ENSMUSG00000022542,Septin12
ENSMUSG00000096215,Smim22
ENSMUSG00000022540,Rogdi
ENSMUSG00000022536,Glyr1
ENSMUSG00000039473,Ubn1
ENSMUSG00000039457,Ppl
ENSMUSG00000091712,Sec14l5
ENSMUSG00000023143,Nagpa
ENSMUSG00000051669,AU021092
ENSMUSG00000039427,Alg1
ENSMUSG00000022544,Eef2kmt
ENSMUSG00000008658,Rbfox1
ENSMUSG00000022715,Tmem114
ENSMUSG00000039345,Mettl22
ENSMUSG00000057880,Abat
ENSMUSG00000043140,Tmem186
ENSMUSG00000022711,Pmm2
ENSMUSG00000008393,Carhsp1
ENSMUSG00000107252,Gm5767
ENSMUSG00000022710,Usp7
ENSMUSG00000022507,1810013L24Rik
ENSMUSG00000059003,Grin2a
ENSMUSG00000039209,Rpl39l
ENSMUSG00000039200,Atf7ip2
ENSMUSG00000022505,Emp2
ENSMUSG00000039179,Tekt5
ENSMUSG00000022503,Nubp1
ENSMUSG00000050908,Tvp23a
ENSMUSG00000022504,Ciita
ENSMUSG00000038055,Dexi
ENSMUSG00000068663,Clec16a
ENSMUSG00000038037,Socs1
ENSMUSG00000043050,Tnp2
ENSMUSG00000050058,Prm3
ENSMUSG00000038015,Prm2
ENSMUSG00000022501,Prm1
ENSMUSG00000079740,Gm11172
ENSMUSG00000037991,Rmi2
ENSMUSG00000022500,Litaf
ENSMUSG00000037972,Snn
ENSMUSG00000022498,Txndc11
ENSMUSG00000037965,Zc3h7a
ENSMUSG00000005846,Rsl1d1
ENSMUSG00000062203,Gspt1
ENSMUSG00000022496,Tnfrsf17
ENSMUSG00000071669,Snx29
ENSMUSG00000065979,Cpped1
ENSMUSG00000022494,Shisa9
ENSMUSG00000022545,Ercc4
ENSMUSG00000009569,Mrtfb
ENSMUSG00000022685,Parn
ENSMUSG00000022684,Bfar
ENSMUSG00000079737,3110001I22Rik
ENSMUSG00000022683,Pla2g10
ENSMUSG00000118559,A930007A09Rik
ENSMUSG00000022682,Rrn3
ENSMUSG00000022681,Ntan1
ENSMUSG00000022680,Pdxdc1
ENSMUSG00000022679,Mpv17l
ENSMUSG00000065968,Ifitm7
ENSMUSG00000044117,Bmerb1
ENSMUSG00000060657,Marf1
ENSMUSG00000022678,Nde1
ENSMUSG00000018830,Myh11
ENSMUSG00000022677,Fopnl
ENSMUSG00000023088,Abcc1
ENSMUSG00000075395,A630010A05Rik
ENSMUSG00000022676,Snai2
ENSMUSG00000068617,Efcab1
ENSMUSG00000094472,Gm21897
ENSMUSG00000022674,Ube2v2
ENSMUSG00000022673,Mcm4
ENSMUSG00000022672,Prkdc
ENSMUSG00000022671,Mzt2
ENSMUSG00000071637,Cebpd
ENSMUSG00000041974,Spidr
ENSMUSG00000041957,Pkp2
ENSMUSG00000022792,Yars2
ENSMUSG00000022789,Dnm1l
ENSMUSG00000022788,Fgd4
ENSMUSG00000048101,Olfr19
